[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2291ms]
[BUSQUEDA RUTAS] 712 tareas de busqueda paralela completadas [48ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 6712
    [SIN RUTAS CANDIDATAS] 6712 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008482 | EBCI→LOWW | cant=1 | creado=2026-06-21T18:06 | deadline=2026-06-22T18:06
      SUAA-000007353 | SUAA→LOWW | cant=2 | creado=2026-06-21T06:23 | deadline=2026-06-23T06:23

      SUAA-000007354 | SUAA→LDZA | cant=2 | creado=2026-06-21T06:36 | deadline=2026-06-23T06:36

      SUAA-000007355 | SUAA→SLLP | cant=2 | creado=2026-06-21T06:45 | deadline=2026-06-22T06:45

      SUAA-000007356 | SUAA→OSDI | cant=2 | creado=2026-06-21T06:59 | deadline=2026-06-23T06:59

      SUAA-000007357 | SUAA→OYSN | cant=2 | creado=2026-06-21T07:15 | deadline=2026-06-23T07:15

      SUAA-000007358 | SUAA→SLLP | cant=2 | creado=2026-06-21T07:28 | deadline=2026-06-22T07:28

      SUAA-000007359 | SUAA→EBCI | cant=2 | creado=2026-06-21T07:38 | deadline=2026-06-23T07:38

      SUAA-000007360 | SUAA→SVMI | cant=2 | creado=2026-06-21T07:52 | deadline=2026-06-22T07:52

      SUAA-000007361 | SUAA→OAKB | cant=2 | creado=2026-06-21T07:02 | deadline=2026-06-23T07:02

      SUAA-000007362 | SUAA→SVMI | cant=2 | creado=2026-06-21T08:15 | deadline=2026-06-22T08:15

      SUAA-000007363 | SUAA→UMMS | cant=2 | creado=2026-06-21T08:29 | deadline=2026-06-23T08:29

      SUAA-000007364 | SUAA→SEQM | cant=2 | creado=2026-06-21T08:47 | deadline=2026-06-22T08:47

      SUAA-000007365 | SUAA→UBBB | cant=2 | creado=2026-06-21T08:56 | deadline=2026-06-23T08:56

      SUAA-000007366 | SUAA→EHAM | cant=2 | creado=2026-06-21T09:11 | deadline=2026-06-23T09:11

      SUAA-000007367 | SUAA→UMMS | cant=2 | creado=2026-06-21T09:25 | deadline=2026-06-23T09:25

      SUAA-000007368 | SUAA→OSDI | cant=2 | creado=2026-06-21T09:32 | deadline=2026-06-23T09:32

      SUAA-000007369 | SUAA→OAKB | cant=2 | creado=2026-06-21T09:51 | deadline=2026-06-23T09:51

      SUAA-000007370 | SUAA→SPIM | cant=2 | creado=2026-06-21T09:02 | deadline=2026-06-22T09:02

      SUAA-000007371 | SUAA→SEQM | cant=2 | creado=2026-06-21T10:10 | deadline=2026-06-22T10:10

      SUAA-000007372 | SUAA→OERK | cant=2 | creado=2026-06-21T10:22 | deadline=2026-06-23T10:22

      SUAA-000007373 | SUAA→UBBB | cant=2 | creado=2026-06-21T10:35 | deadline=2026-06-23T10:35

      SUAA-000007374 | SUAA→SEQM | cant=2 | creado=2026-06-21T10:50 | deadline=2026-06-22T10:50

      SUAA-000007375 | SUAA→OYSN | cant=2 | creado=2026-06-21T11:04 | deadline=2026-06-23T11:04

      SUAA-000007376 | SUAA→OPKC | cant=2 | creado=2026-06-21T11:16 | deadline=2026-06-23T11:16

      SUAA-000007377 | SUAA→SABE | cant=1 | creado=2026-06-21T11:28 | deadline=2026-06-22T11:28

      SUAA-000007378 | SUAA→LKPR | cant=1 | creado=2026-06-21T11:46 | deadline=2026-06-23T11:46

      SUAA-000007379 | SUAA→SABE | cant=1 | creado=2026-06-21T11:57 | deadline=2026-06-22T11:57

      SUAA-000007380 | SUAA→SEQM | cant=1 | creado=2026-06-21T12:14 | deadline=2026-06-22T12:14

      SUAA-000007381 | SUAA→LBSF | cant=1 | creado=2026-06-21T12:24 | deadline=2026-06-23T12:24

      SUAA-000007382 | SUAA→OPKC | cant=1 | creado=2026-06-21T12:35 | deadline=2026-06-23T12:35

      SUAA-000007383 | SUAA→OYSN | cant=1 | creado=2026-06-21T12:47 | deadline=2026-06-23T12:47

      SUAA-000007384 | SUAA→SPIM | cant=1 | creado=2026-06-21T12:02 | deadline=2026-06-22T12:02

      SUAA-000007385 | SUAA→VIDP | cant=1 | creado=2026-06-21T13:16 | deadline=2026-06-23T13:16

      SUAA-000007386 | SUAA→UMMS | cant=1 | creado=2026-06-21T13:24 | deadline=2026-06-23T13:24

      SUAA-000007387 | SUAA→OAKB | cant=1 | creado=2026-06-21T13:46 | deadline=2026-06-23T13:46

      SUAA-000007388 | SUAA→OERK | cant=1 | creado=2026-06-21T13:59 | deadline=2026-06-23T13:59

      SUAA-000007389 | SUAA→OOMS | cant=1 | creado=2026-06-21T14:06 | deadline=2026-06-23T14:06

      SUAA-000007390 | SUAA→SCEL | cant=1 | creado=2026-06-21T14:21 | deadline=2026-06-22T14:21

      SUAA-000007391 | SUAA→LKPR | cant=1 | creado=2026-06-21T14:36 | deadline=2026-06-23T14:36

      SUAA-000007392 | SUAA→EKCH | cant=1 | creado=2026-06-21T14:50 | deadline=2026-06-23T14:50

      SUAA-000007393 | SUAA→OPKC | cant=1 | creado=2026-06-21T14:01 | deadline=2026-06-23T14:01

      SUAA-000007394 | SUAA→OPKC | cant=1 | creado=2026-06-21T15:10 | deadline=2026-06-23T15:10

      SUAA-000007395 | SUAA→SPIM | cant=1 | creado=2026-06-21T15:23 | deadline=2026-06-22T15:23

      SUAA-000007396 | SUAA→SABE | cant=1 | creado=2026-06-21T15:38 | deadline=2026-06-22T15:38

      SUAA-000007397 | SUAA→LBSF | cant=1 | creado=2026-06-21T15:53 | deadline=2026-06-23T15:53

      SUAA-000007398 | SUAA→OMDB | cant=1 | creado=2026-06-21T16:04 | deadline=2026-06-23T16:04

      SUAA-000007399 | SUAA→SPIM | cant=1 | creado=2026-06-21T16:17 | deadline=2026-06-22T16:17

      SUAA-000007400 | SUAA→SKBO | cant=1 | creado=2026-06-21T16:30 | deadline=2026-06-22T16:30

      SUAA-000007401 | SUAA→OAKB | cant=1 | creado=2026-06-21T16:43 | deadline=2026-06-23T16:43

      SUAA-000007402 | SUAA→LKPR | cant=1 | creado=2026-06-21T16:00 | deadline=2026-06-23T16:00

      SUAA-000007403 | SUAA→OMDB | cant=1 | creado=2026-06-21T17:13 | deadline=2026-06-23T17:13

      SUAA-000007404 | SUAA→LBSF | cant=1 | creado=2026-06-21T17:18 | deadline=2026-06-23T17:18

      SUAA-000007405 | SUAA→LDZA | cant=1 | creado=2026-06-21T17:38 | deadline=2026-06-23T17:38

      SUAA-000007406 | SUAA→LBSF | cant=1 | creado=2026-06-21T17:45 | deadline=2026-06-23T17:45

      SUAA-000007407 | SUAA→OJAI | cant=1 | creado=2026-06-21T17:59 | deadline=2026-06-23T17:59

      SUAA-000007408 | SUAA→OERK | cant=1 | creado=2026-06-21T18:18 | deadline=2026-06-23T18:18

      SUAA-000007409 | SUAA→OERK | cant=1 | creado=2026-06-21T18:24 | deadline=2026-06-23T18:24

      SUAA-000007410 | SUAA→SKBO | cant=1 | creado=2026-06-21T18:42 | deadline=2026-06-22T18:42

      SUAA-000007411 | SUAA→SEQM | cant=1 | creado=2026-06-21T18:56 | deadline=2026-06-22T18:56

      SUAA-000007412 | SUAA→SCEL | cant=1 | creado=2026-06-21T19:07 | deadline=2026-06-22T19:07

      SUAA-000007413 | SUAA→OMDB | cant=1 | creado=2026-06-21T19:19 | deadline=2026-06-23T19:19

      SUAA-000007414 | SUAA→OMDB | cant=1 | creado=2026-06-21T19:31 | deadline=2026-06-23T19:31

      SUAA-000007415 | SUAA→LDZA | cant=1 | creado=2026-06-21T19:41 | deadline=2026-06-23T19:41

      SUAA-000007416 | SUAA→OERK | cant=1 | creado=2026-06-21T19:55 | deadline=2026-06-23T19:55

      SUAA-000007417 | SUAA→SEQM | cant=1 | creado=2026-06-21T20:12 | deadline=2026-06-22T20:12

      SUAA-000007418 | SUAA→EKCH | cant=1 | creado=2026-06-21T20:26 | deadline=2026-06-23T20:26

      SUAA-000007419 | SUAA→VIDP | cant=1 | creado=2026-06-21T20:38 | deadline=2026-06-23T20:38

      SUAA-000007420 | SUAA→OOMS | cant=1 | creado=2026-06-21T20:55 | deadline=2026-06-23T20:55

      SUAA-000007421 | SUAA→LKPR | cant=1 | creado=2026-06-21T20:06 | deadline=2026-06-23T20:06

      SUAA-000007422 | SUAA→UBBB | cant=1 | creado=2026-06-21T21:16 | deadline=2026-06-23T21:16

      SUAA-000007423 | SUAA→SLLP | cant=1 | creado=2026-06-21T21:26 | deadline=2026-06-22T21:26

      SUAA-000007424 | SUAA→SEQM | cant=1 | creado=2026-06-21T21:44 | deadline=2026-06-22T21:44

      SUAA-000007425 | SUAA→LBSF | cant=1 | creado=2026-06-21T21:00 | deadline=2026-06-23T21:00

      SUAA-000007426 | SUAA→OERK | cant=1 | creado=2026-06-21T22:06 | deadline=2026-06-23T22:06

      SUAA-000007427 | SUAA→EKCH | cant=1 | creado=2026-06-21T22:19 | deadline=2026-06-23T22:19

      SUAA-000007428 | SUAA→LBSF | cant=1 | creado=2026-06-21T22:34 | deadline=2026-06-23T22:34

      SUAA-000007429 | SUAA→OJAI | cant=1 | creado=2026-06-21T22:47 | deadline=2026-06-23T22:47

      SUAA-000007430 | SUAA→LKPR | cant=1 | creado=2026-06-21T22:58 | deadline=2026-06-23T22:58

      SUAA-000007431 | SUAA→OJAI | cant=1 | creado=2026-06-21T23:16 | deadline=2026-06-23T23:16

      SVMI-000007124 | SVMI→OPKC | cant=5 | creado=2026-06-19T04:38 | deadline=2026-06-21T04:38

      SVMI-000007125 | SVMI→OYSN | cant=5 | creado=2026-06-19T05:21 | deadline=2026-06-21T05:21

      SVMI-000007126 | SVMI→LKPR | cant=5 | creado=2026-06-19T05:57 | deadline=2026-06-21T05:57

      SVMI-000007127 | SVMI→SABE | cant=5 | creado=2026-06-19T06:41 | deadline=2026-06-20T06:41

      SVMI-000007128 | SVMI→LDZA | cant=5 | creado=2026-06-19T07:15 | deadline=2026-06-21T07:15

      SVMI-000007129 | SVMI→OAKB | cant=5 | creado=2026-06-19T07:49 | deadline=2026-06-21T07:49

      SVMI-000007130 | SVMI→EBCI | cant=5 | creado=2026-06-19T08:29 | deadline=2026-06-21T08:29

      SVMI-000007131 | SVMI→OYSN | cant=5 | creado=2026-06-19T09:07 | deadline=2026-06-21T09:07

      SVMI-000007132 | SVMI→SCEL | cant=5 | creado=2026-06-19T09:51 | deadline=2026-06-20T09:51

      SVMI-000007133 | SVMI→LATI | cant=5 | creado=2026-06-19T10:27 | deadline=2026-06-21T10:27

      SVMI-000007134 | SVMI→OPKC | cant=5 | creado=2026-06-19T10:58 | deadline=2026-06-21T10:58

      SVMI-000007135 | SVMI→SABE | cant=5 | creado=2026-06-19T11:42 | deadline=2026-06-20T11:42

      SVMI-000007136 | SVMI→LATI | cant=5 | creado=2026-06-19T12:21 | deadline=2026-06-21T12:21

      SVMI-000007137 | SVMI→LOWW | cant=5 | creado=2026-06-19T12:56 | deadline=2026-06-21T12:56

      SVMI-000007138 | SVMI→OYSN | cant=5 | creado=2026-06-19T13:32 | deadline=2026-06-21T13:32

      SVMI-000007139 | SVMI→SABE | cant=5 | creado=2026-06-19T14:17 | deadline=2026-06-20T14:17

      SVMI-000007140 | SVMI→UBBB | cant=5 | creado=2026-06-19T14:51 | deadline=2026-06-21T14:51

      SVMI-000007141 | SVMI→EBCI | cant=5 | creado=2026-06-19T15:30 | deadline=2026-06-21T15:30

      SVMI-000007142 | SVMI→UBBB | cant=5 | creado=2026-06-19T16:05 | deadline=2026-06-21T16:05

      SVMI-000007143 | SVMI→LKPR | cant=5 | creado=2026-06-19T16:46 | deadline=2026-06-21T16:46

      SVMI-000007144 | SVMI→OJAI | cant=5 | creado=2026-06-19T17:20 | deadline=2026-06-21T17:20

      SVMI-000007145 | SVMI→LKPR | cant=5 | creado=2026-06-19T17:02 | deadline=2026-06-21T17:02

      SVMI-000007146 | SVMI→UMMS | cant=5 | creado=2026-06-19T18:35 | deadline=2026-06-21T18:35

      SVMI-000007147 | SVMI→SGAS | cant=5 | creado=2026-06-19T19:12 | deadline=2026-06-20T19:12

      SVMI-000007148 | SVMI→LOWW | cant=4 | creado=2026-06-19T19:51 | deadline=2026-06-21T19:51

      SVMI-000007149 | SVMI→SBBR | cant=4 | creado=2026-06-19T20:35 | deadline=2026-06-20T20:35

      SVMI-000007150 | SVMI→OJAI | cant=1 | creado=2026-06-19T21:12 | deadline=2026-06-21T21:12

      SVMI-000007151 | SVMI→LOWW | cant=4 | creado=2026-06-20T04:35 | deadline=2026-06-22T04:35

      SVMI-000007152 | SVMI→EBCI | cant=4 | creado=2026-06-20T05:05 | deadline=2026-06-22T05:05

      SVMI-000007153 | SVMI→UMMS | cant=4 | creado=2026-06-20T05:35 | deadline=2026-06-22T05:35

      SVMI-000007154 | SVMI→LDZA | cant=4 | creado=2026-06-20T06:08 | deadline=2026-06-22T06:08

      SVMI-000007155 | SVMI→EKCH | cant=4 | creado=2026-06-20T06:44 | deadline=2026-06-22T06:44

      SVMI-000007156 | SVMI→EKCH | cant=4 | creado=2026-06-20T07:12 | deadline=2026-06-22T07:12

      SVMI-000007157 | SVMI→LKPR | cant=4 | creado=2026-06-20T07:39 | deadline=2026-06-22T07:39

      SVMI-000007158 | SVMI→LBSF | cant=4 | creado=2026-06-20T08:16 | deadline=2026-06-22T08:16

      SVMI-000007159 | SVMI→SEQM | cant=4 | creado=2026-06-20T08:41 | deadline=2026-06-21T08:41

      SVMI-000007160 | SVMI→EHAM | cant=4 | creado=2026-06-20T09:12 | deadline=2026-06-22T09:12

      SVMI-000007161 | SVMI→SPIM | cant=4 | creado=2026-06-20T09:42 | deadline=2026-06-21T09:42

      SVMI-000007162 | SVMI→OAKB | cant=4 | creado=2026-06-20T10:18 | deadline=2026-06-22T10:18

      SVMI-000007163 | SVMI→SABE | cant=4 | creado=2026-06-20T10:47 | deadline=2026-06-21T10:47

      SVMI-000007164 | SVMI→SABE | cant=4 | creado=2026-06-20T11:21 | deadline=2026-06-21T11:21

      SVMI-000007165 | SVMI→SKBO | cant=4 | creado=2026-06-20T11:52 | deadline=2026-06-21T11:52

      SVMI-000007166 | SVMI→OMDB | cant=4 | creado=2026-06-20T12:16 | deadline=2026-06-22T12:16

      SVMI-000007167 | SVMI→OPKC | cant=4 | creado=2026-06-20T12:55 | deadline=2026-06-22T12:55

      SVMI-000007168 | SVMI→OPKC | cant=4 | creado=2026-06-20T13:23 | deadline=2026-06-22T13:23

      SVMI-000007169 | SVMI→OSDI | cant=4 | creado=2026-06-20T13:51 | deadline=2026-06-22T13:51

      SVMI-000007170 | SVMI→LBSF | cant=4 | creado=2026-06-20T14:21 | deadline=2026-06-22T14:21

      SVMI-000007171 | SVMI→OMDB | cant=4 | creado=2026-06-20T14:57 | deadline=2026-06-22T14:57

      SVMI-000007172 | SVMI→SUAA | cant=4 | creado=2026-06-20T15:31 | deadline=2026-06-21T15:31

      SVMI-000007173 | SVMI→OERK | cant=4 | creado=2026-06-20T15:01 | deadline=2026-06-22T15:01

      SVMI-000007174 | SVMI→SBBR | cant=3 | creado=2026-06-20T16:26 | deadline=2026-06-21T16:26

      SVMI-000007175 | SVMI→SEQM | cant=3 | creado=2026-06-20T16:01 | deadline=2026-06-21T16:01

      SVMI-000007176 | SVMI→OYSN | cant=3 | creado=2026-06-20T17:33 | deadline=2026-06-22T17:33

      SVMI-000007177 | SVMI→SEQM | cant=3 | creado=2026-06-20T17:02 | deadline=2026-06-21T17:02

      SVMI-000007178 | SVMI→UBBB | cant=3 | creado=2026-06-20T18:34 | deadline=2026-06-22T18:34

      SVMI-000007179 | SVMI→SABE | cant=3 | creado=2026-06-20T18:05 | deadline=2026-06-21T18:05

      SVMI-000007180 | SVMI→UMMS | cant=3 | creado=2026-06-20T19:31 | deadline=2026-06-22T19:31

      SVMI-000007181 | SVMI→SPIM | cant=3 | creado=2026-06-20T20:10 | deadline=2026-06-21T20:10

      SVMI-000007182 | SVMI→OYSN | cant=3 | creado=2026-06-20T20:36 | deadline=2026-06-22T20:36

      SVMI-000007183 | SVMI→SABE | cant=3 | creado=2026-06-20T21:09 | deadline=2026-06-21T21:09

      SVMI-000007184 | SVMI→SLLP | cant=3 | creado=2026-06-20T21:37 | deadline=2026-06-21T21:37

      SVMI-000007185 | SVMI→OERK | cant=3 | creado=2026-06-20T22:05 | deadline=2026-06-22T22:05

      SVMI-000007186 | SVMI→LOWW | cant=1 | creado=2026-06-20T22:40 | deadline=2026-06-22T22:40

      SVMI-000007187 | SVMI→LKPR | cant=5 | creado=2026-06-21T04:37 | deadline=2026-06-23T04:37

      SVMI-000007188 | SVMI→SEQM | cant=5 | creado=2026-06-21T05:23 | deadline=2026-06-22T05:23

      SVMI-000007189 | SVMI→SKBO | cant=5 | creado=2026-06-21T05:57 | deadline=2026-06-22T05:57

      SVMI-000007190 | SVMI→OYSN | cant=5 | creado=2026-06-21T06:35 | deadline=2026-06-23T06:35

      SVMI-000007191 | SVMI→OOMS | cant=5 | creado=2026-06-21T07:12 | deadline=2026-06-23T07:12

      SVMI-000007192 | SVMI→OYSN | cant=5 | creado=2026-06-21T07:50 | deadline=2026-06-23T07:50

      SVMI-000007193 | SVMI→EDDI | cant=5 | creado=2026-06-21T08:19 | deadline=2026-06-23T08:19

      SVMI-000007194 | SVMI→SPIM | cant=5 | creado=2026-06-21T08:05 | deadline=2026-06-22T08:05

      SVMI-000007195 | SVMI→OOMS | cant=5 | creado=2026-06-21T09:36 | deadline=2026-06-23T09:36

      SVMI-000007196 | SVMI→OAKB | cant=5 | creado=2026-06-21T10:18 | deadline=2026-06-23T10:18

      SVMI-000007197 | SVMI→OYSN | cant=5 | creado=2026-06-21T10:50 | deadline=2026-06-23T10:50

      SVMI-000007198 | SVMI→OSDI | cant=5 | creado=2026-06-21T11:28 | deadline=2026-06-23T11:28

      SVMI-000007199 | SVMI→OPKC | cant=5 | creado=2026-06-21T12:03 | deadline=2026-06-23T12:03

      SVMI-000007200 | SVMI→OOMS | cant=5 | creado=2026-06-21T12:41 | deadline=2026-06-23T12:41

      SVMI-000007201 | SVMI→EDDI | cant=5 | creado=2026-06-21T13:20 | deadline=2026-06-23T13:20

      SVMI-000007202 | SVMI→SUAA | cant=5 | creado=2026-06-21T13:54 | deadline=2026-06-22T13:54

      SVMI-000007203 | SVMI→LOWW | cant=5 | creado=2026-06-21T14:36 | deadline=2026-06-23T14:36

      SVMI-000007204 | SVMI→LDZA | cant=5 | creado=2026-06-21T15:06 | deadline=2026-06-23T15:06

      SVMI-000007205 | SVMI→EBCI | cant=5 | creado=2026-06-21T15:45 | deadline=2026-06-23T15:45

      SVMI-000007206 | SVMI→OMDB | cant=5 | creado=2026-06-21T16:29 | deadline=2026-06-23T16:29

      SVMI-000007207 | SVMI→OMDB | cant=5 | creado=2026-06-21T16:04 | deadline=2026-06-23T16:04

      SVMI-000007208 | SVMI→LBSF | cant=5 | creado=2026-06-21T17:43 | deadline=2026-06-23T17:43

      SVMI-000007209 | SVMI→OAKB | cant=4 | creado=2026-06-21T18:18 | deadline=2026-06-23T18:18

      SVMI-000007210 | SVMI→OPKC | cant=4 | creado=2026-06-21T18:57 | deadline=2026-06-23T18:57

      SVMI-000007211 | SVMI→LATI | cant=4 | creado=2026-06-21T19:32 | deadline=2026-06-23T19:32

      SVMI-000007212 | SVMI→UBBB | cant=4 | creado=2026-06-21T20:06 | deadline=2026-06-23T20:06

      SVMI-000007213 | SVMI→LOWW | cant=4 | creado=2026-06-21T20:40 | deadline=2026-06-23T20:40

      SVMI-000007214 | SVMI→SCEL | cant=1 | creado=2026-06-21T21:21 | deadline=2026-06-22T21:21

      UBBB-000009342 | UBBB→EBCI | cant=2 | creado=2026-06-19T00:04 | deadline=2026-06-21T00:04

      UBBB-000009343 | UBBB→EHAM | cant=2 | creado=2026-06-19T00:15 | deadline=2026-06-21T00:15

      UBBB-000009344 | UBBB→VIDP | cant=2 | creado=2026-06-19T00:18 | deadline=2026-06-20T00:18

      UBBB-000009345 | UBBB→OAKB | cant=2 | creado=2026-06-19T00:26 | deadline=2026-06-20T00:26

      UBBB-000009346 | UBBB→SGAS | cant=1 | creado=2026-06-19T00:36 | deadline=2026-06-21T00:36

      UBBB-000009347 | UBBB→SLLP | cant=1 | creado=2026-06-19T00:45 | deadline=2026-06-21T00:45

      UBBB-000009348 | UBBB→EHAM | cant=1 | creado=2026-06-19T00:54 | deadline=2026-06-21T00:54

      UBBB-000009349 | UBBB→SVMI | cant=1 | creado=2026-06-19T00:01 | deadline=2026-06-21T00:01

      UBBB-000009350 | UBBB→EBCI | cant=1 | creado=2026-06-19T01:06 | deadline=2026-06-21T01:06

      UBBB-000009351 | UBBB→LBSF | cant=1 | creado=2026-06-19T01:20 | deadline=2026-06-21T01:20

      UBBB-000009352 | UBBB→SBBR | cant=1 | creado=2026-06-19T01:26 | deadline=2026-06-21T01:26

      UBBB-000009353 | UBBB→LKPR | cant=1 | creado=2026-06-19T01:30 | deadline=2026-06-21T01:30

      UBBB-000009354 | UBBB→SVMI | cant=1 | creado=2026-06-19T01:41 | deadline=2026-06-21T01:41

      UBBB-000009355 | UBBB→OYSN | cant=1 | creado=2026-06-19T01:47 | deadline=2026-06-20T01:47

      UBBB-000009356 | UBBB→SLLP | cant=1 | creado=2026-06-19T01:01 | deadline=2026-06-21T01:01

      UBBB-000009357 | UBBB→SGAS | cant=1 | creado=2026-06-19T02:09 | deadline=2026-06-21T02:09

      UBBB-000009358 | UBBB→OSDI | cant=1 | creado=2026-06-19T02:12 | deadline=2026-06-20T02:12

      UBBB-000009359 | UBBB→OAKB | cant=1 | creado=2026-06-19T02:22 | deadline=2026-06-20T02:22

      UBBB-000009360 | UBBB→EHAM | cant=1 | creado=2026-06-19T02:27 | deadline=2026-06-21T02:27

      UBBB-000009361 | UBBB→LATI | cant=1 | creado=2026-06-19T02:41 | deadline=2026-06-21T02:41

      UBBB-000009362 | UBBB→EKCH | cant=1 | creado=2026-06-19T02:40 | deadline=2026-06-21T02:40

      UBBB-000009363 | UBBB→SABE | cant=1 | creado=2026-06-19T02:50 | deadline=2026-06-21T02:50

      UBBB-000009364 | UBBB→UMMS | cant=1 | creado=2026-06-19T02:02 | deadline=2026-06-21T02:02

      UBBB-000009365 | UBBB→OYSN | cant=1 | creado=2026-06-19T03:08 | deadline=2026-06-20T03:08

      UBBB-000009366 | UBBB→OPKC | cant=1 | creado=2026-06-19T03:21 | deadline=2026-06-20T03:21

      UBBB-000009367 | UBBB→VIDP | cant=1 | creado=2026-06-19T03:20 | deadline=2026-06-20T03:20

      UBBB-000009368 | UBBB→OMDB | cant=1 | creado=2026-06-19T03:33 | deadline=2026-06-20T03:33

      UBBB-000009369 | UBBB→SBBR | cant=1 | creado=2026-06-19T03:36 | deadline=2026-06-21T03:36

      UBBB-000009370 | UBBB→OOMS | cant=1 | creado=2026-06-19T03:52 | deadline=2026-06-20T03:52

      UBBB-000009371 | UBBB→SGAS | cant=1 | creado=2026-06-19T03:59 | deadline=2026-06-21T03:59

      UBBB-000009372 | UBBB→EDDI | cant=1 | creado=2026-06-19T04:08 | deadline=2026-06-21T04:08

      UBBB-000009373 | UBBB→OERK | cant=1 | creado=2026-06-19T04:09 | deadline=2026-06-20T04:09

      UBBB-000009374 | UBBB→UMMS | cant=1 | creado=2026-06-19T04:19 | deadline=2026-06-21T04:19

      UBBB-000009375 | UBBB→SLLP | cant=1 | creado=2026-06-19T04:31 | deadline=2026-06-21T04:31

      UBBB-000009376 | UBBB→OMDB | cant=1 | creado=2026-06-19T04:41 | deadline=2026-06-20T04:41

      UBBB-000009377 | UBBB→OJAI | cant=1 | creado=2026-06-19T04:42 | deadline=2026-06-20T04:42

      UBBB-000009378 | UBBB→OAKB | cant=1 | creado=2026-06-19T04:53 | deadline=2026-06-20T04:53

      UBBB-000009379 | UBBB→SLLP | cant=1 | creado=2026-06-19T04:03 | deadline=2026-06-21T04:03

      UBBB-000009380 | UBBB→OYSN | cant=1 | creado=2026-06-19T05:13 | deadline=2026-06-20T05:13

      UBBB-000009381 | UBBB→SBBR | cant=1 | creado=2026-06-19T05:13 | deadline=2026-06-21T05:13

      UBBB-000009382 | UBBB→EHAM | cant=1 | creado=2026-06-19T05:22 | deadline=2026-06-21T05:22

      UBBB-000009383 | UBBB→SPIM | cant=1 | creado=2026-06-19T05:35 | deadline=2026-06-21T05:35

      UBBB-000009384 | UBBB→SUAA | cant=1 | creado=2026-06-19T05:44 | deadline=2026-06-21T05:44

      UBBB-000009385 | UBBB→SEQM | cant=1 | creado=2026-06-19T05:45 | deadline=2026-06-21T05:45

      UBBB-000009386 | UBBB→SUAA | cant=1 | creado=2026-06-19T05:52 | deadline=2026-06-21T05:52

      UBBB-000009387 | UBBB→SPIM | cant=1 | creado=2026-06-19T06:07 | deadline=2026-06-21T06:07

      UBBB-000009388 | UBBB→SEQM | cant=1 | creado=2026-06-19T06:10 | deadline=2026-06-21T06:10
